"","timestamp","code","i01","i02r","i03","i04","i05","i06r","i07","i08","i09","i10","n_facebook_friends","n_hangover","age","sex","extra_single_item","time_conversation","presentation","n_party","clients","extra_vignette","i21","extra_vignette2","major","smoker","sleep_week","sleep_wend","clients_freq","extra_mean","extra_md","extra_aad","extra_mode","extra_iqr"
"120","03.03.2016 15:34:53","ism",4,4,2,4,4,3,3,3,3,2,300,0,20,"Frau",3,30,"nein",5,"im Schnitt 1 Mal pro Monat","keine Antwort",NA,3,NA,NA,NA,NA,2,3.2,3,0.64,3,1
"121","03.03.2016 15:35:02","Asm",4,3,3,4,3,3,4,3,4,3,350,10,23,"Frau",3,15,"nein",20,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,5,3.4,3,0.48,3,1
"122","03.03.2016 15:35:08","TPF",3,3,1,3,3,4,3,4,4,2,608,2,24,"Frau",2,10,"nein",30,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,5,NA,NA,NA,NA,5,3,3,0.6,3,0.75
"123","03.03.2016 15:35:15","Oam",2,2,3,3,3,2,1,3,1,2,NA,6,24,"Mann",3,15,"nein",6,"im Schnitt 1 Mal pro Woche","passt insgesamt nicht",NA,4,NA,NA,NA,NA,3,2.2,2,0.64,2,1
"124","03.03.2016 15:35:28","AEM",3,3,1,4,4,3,3,3,3,2,500,10,21,"Frau",3,10,"nein",5,"ich arbeite ncht","keine Antwort",NA,6,NA,NA,NA,NA,NA,2.9,3,0.56,3,0
"125","03.03.2016 15:35:32",NA,4,3,2,3,3,3,3,3,4,1,521,12,25,"Frau",2,10,"ja",12,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,5,NA,NA,NA,NA,5,2.9,3,0.56,3,0
"126","03.03.2016 15:35:34","JMM",3,3,1,3,3,3,3,4,3,3,280,12,23,"Frau",2,10,"nein",30,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,4,NA,NA,NA,NA,5,2.9,3,0.38,3,0
"127","03.03.2016 15:35:57","MKW",4,4,1,3,2,4,2,4,4,2,250,12,22,"Frau",2,10,"nein",12,"im Schnitt 1 Mal pro Quartal (oder weniger)","passt insgesamt",NA,6,NA,NA,NA,NA,1,3,3.5,1,4,2
"128","03.03.2016 15:36:00","AWP",3,3,1,4,4,3,3,4,3,3,120,20,23,"Frau",4,15,"nein",22,"im Schnitt 1 Mal pro Quartal (oder weniger)","keine Antwort",NA,2,NA,NA,NA,NA,1,3.1,3,0.54,3,0.75
"129","03.03.2016 15:36:08","Wwm",4,4,3,3,4,4,3,3,4,2,606,1,21,"Frau",3,1,"nein",5,"im Schnitt 1 Mal pro Tag","keine Antwort",NA,3,NA,NA,NA,NA,4,3.4,3.5,0.6,4,1
"130","03.03.2016 15:36:12","obs",3,4,2,4,4,4,2,3,3,2,510,3,22,"Frau",3,5,"ja",15,"im Schnitt mehrfach pro Tag","keine Antwort",NA,5,NA,NA,NA,NA,5,3.1,3,0.72,4,1.75
"131","03.03.2016 15:36:14",NA,3,4,4,4,3,3,4,3,3,3,600,25,22,"Mann",4,1,"ja",40,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,3.4,3,0.48,3,1
"132","03.03.2016 15:36:15",NA,3,4,1,2,2,4,2,4,2,2,NA,NA,23,"Mann",2,1,"nein",48,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",NA,8,NA,NA,NA,NA,5,2.6,2,0.92,2,1.75
"133","03.03.2016 15:36:25",NA,4,4,2,3,3,4,4,4,3,2,500,40,22,"Mann",3,5,"nein",40,"im Schnitt 1 Mal pro Tag","passt insgesamt",NA,6,NA,NA,NA,NA,4,3.3,3.5,0.7,4,1
"134","03.03.2016 15:36:26","MSG",4,4,3,3,3,3,3,3,4,2,719,8,24,"Frau",3,10,"nein",25,"im Schnitt 1 Mal pro Woche","passt insgesamt",NA,2,NA,NA,NA,NA,3,3.2,3,0.48,3,0.75
"135","03.03.2016 15:36:30","KBP",4,4,3,NA,4,3,3,3,3,2,250,10,28,"Frau",3,15,"nein",20,"im Schnitt 1 Mal pro Monat","passt insgesamt",NA,4,NA,NA,NA,NA,2,3.22222222222222,3,0.518518518518519,3,1
"136","03.03.2016 15:36:34","CPS",4,4,2,3,3,3,2,2,3,1,100,3,21,"Frau",2,15,"nein",15,"im Schnitt 1 Mal pro Tag","keine Antwort",NA,5,NA,NA,NA,NA,4,2.7,3,0.76,3,1
"137","03.03.2016 15:36:38","ala",4,3,3,3,2,4,NA,4,4,3,500,10,21,"Frau",2,10,"ja",60,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,5,3.33333333333333,3,0.592592592592593,3,1
"138","03.03.2016 15:36:39","MGI",3,3,3,3,3,3,3,4,4,1,750,NA,25,"Frau",2,10,"nein",30,"im Schnitt mehrfach pro Tag","keine Antwort",NA,10,NA,NA,NA,NA,5,3,3,0.4,3,0
"139","03.03.2016 15:36:43","APW",2,2,1,4,3,2,3,3,2,2,NA,15,30,"Frau",3,30,"nein",24,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",NA,5,NA,NA,NA,NA,5,2.4,2,0.68,2,1
"140","03.03.2016 15:36:48",NA,3,3,3,2,2,2,3,4,4,2,350,40,21,"Mann",2,3,"nein",50,"im Schnitt 1 Mal pro Monat","passt insgesamt",NA,5,NA,NA,NA,NA,2,2.8,3,0.64,2,1
"141","03.03.2016 15:36:50","GFM",3,3,4,3,3,3,3,4,4,2,500,4,24,"Frau",3,NA,"nein",15,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,5,3.2,3,0.48,3,0.75
"142","03.03.2016 15:36:52",NA,3,3,1,4,3,3,4,3,3,3,NA,1,42,"Frau",3,10,"nein",NA,"im Schnitt 1 Mal pro Quartal (oder weniger)","passt insgesamt",NA,3,NA,NA,NA,NA,1,3,3,0.4,3,0
"143","03.03.2016 15:36:58","TPM",4,3,2,3,3,3,3,3,4,1,250,NA,21,"Frau",2,10,"nein",10,"im Schnitt mehrfach pro Tag","keine Antwort",NA,6,NA,NA,NA,NA,5,2.9,3,0.56,3,0
"144","03.03.2016 15:37:01","LBB",1,1,3,1,2,1,2,2,1,3,300,10,23,"Frau",2,5,"nein",10,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,5,1.7,1.5,0.7,1,1
"145","03.03.2016 15:37:03","PSA",4,4,2,4,2,4,2,3,3,1,200,10,22,"Frau",2,NA,"nein",17,"im Schnitt 1 Mal pro Woche","keine Antwort",NA,7,NA,NA,NA,NA,3,2.9,3,0.92,4,2
"146","03.03.2016 15:37:10","MEF",3,3,2,4,4,2,4,2,3,3,397,8,22,"Mann",4,5,"nein",10,"im Schnitt 1 Mal pro Woche","keine Antwort",NA,5,NA,NA,NA,NA,3,3,3,0.6,3,1.5
"147","03.03.2016 15:37:10","CBF",4,4,2,3,3,4,3,3,3,1,233,0,23,"Frau",2,3,"nein",12,"im Schnitt mehrfach pro Tag","keine Antwort",NA,4,NA,NA,NA,NA,5,3,3,0.6,3,0.75
"148","03.03.2016 15:37:11","jda",3,2,1,3,1,1,2,3,4,1,100,0,22,"Frau",1,60,"nein",10,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",NA,7,NA,NA,NA,NA,5,2.1,2,0.92,1,2
"149","03.03.2016 15:37:13","pcg",4,4,1,4,4,4,4,3,4,3,NA,10,21,"Frau",4,1,"nein",5,NA,"passt insgesamt",NA,2,NA,NA,NA,NA,NA,3.5,4,0.7,4,0.75
"150","03.03.2016 15:38:13",NA,3,3,4,2,2,2,4,4,4,2,480,106,24,"Mann",2,15,"ja",150,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,7,NA,NA,NA,NA,5,3,3,0.8,2,2
"151","03.03.2016 15:38:15","FWD",3,3,2,4,4,3,3,3,3,3,400,8,25,"Mann",3,5,"ja",18,"im Schnitt mehrfach pro Tag","keine Antwort",NA,3,NA,NA,NA,NA,5,3.1,3,0.36,3,0
"152","03.03.2016 15:38:40",NA,3,3,2,3,3,3,3,4,4,2,519,4,22,"Frau",3,5,"nein",10,"im Schnitt 1 Mal pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,4,3,3,0.4,3,0
"153","03.03.2016 15:39:31",NA,3,4,4,4,3,4,3,4,3,2,700,100,25,"Mann",3,NA,"ja",150,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,5,3.4,3.5,0.6,4,1
"154","03.03.2016 15:42:25","FWD",4,3,3,4,4,4,4,4,4,3,230,0,20,"Frau",4,5,"ja",20,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,3.7,4,0.42,4,0.75
"155","03.03.2016 20:10:44",NA,3,2,2,3,2,2,3,1,3,2,300,4,28,"Mann",3,10,"nein",2,"im Schnitt 1 Mal pro Woche","passt insgesamt nicht",NA,5,NA,NA,NA,NA,3,2.3,2,0.56,2,1
"156","04.03.2016 11:35:22","DDP",3,3,1,3,3,3,3,2,4,1,214,3,24,"Frau",2,60,"nein",10,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",NA,6,NA,NA,NA,NA,5,2.6,3,0.76,3,0.75
"157","05.03.2016 09:45:51",NA,1,3,1,3,1,2,2,2,3,2,64,2,28,"Frau",2,12,"nein",10,"im Schnitt 1 Mal pro Woche","passt insgesamt nicht",NA,5,NA,NA,NA,NA,3,2,2,0.6,2,1.5
"158","05.03.2016 09:54:07","HDE",3,2,1,2,2,1,3,1,3,1,NA,0,25,"Mann",3,5,"ja",10,"im Schnitt 1 Mal pro Woche","passt insgesamt",NA,7,NA,NA,NA,NA,3,1.9,2,0.72,1,1.75
"159","05.03.2016 09:55:14",NA,3,3,4,2,2,2,4,4,4,2,480,106,24,"Mann",2,15,"ja",150,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,7,NA,NA,NA,NA,5,3,3,0.8,2,2
"160","06.03.2016 12:28:29","JKF",3,3,1,3,3,3,2,2,4,2,3,5,34,"Frau",3,10,"nein",2,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,2.6,3,0.68,3,1
"161","06.03.2016 14:38:53","HEL",3,3,1,3,3,3,3,3,3,1,NA,NA,40,"Mann",1,NA,"ja",NA,"im Schnitt 1 Mal pro Tag","passt insgesamt nicht",NA,NA,NA,NA,NA,NA,4,2.6,3,0.64,3,0
"162","06.03.2016 23:25:24","ABM",2,4,3,3,3,3,3,3,3,2,350,2,25,"Frau",3,5,"ja",20,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,5,2.9,3,0.36,3,0
"163","07.03.2016 19:14:19",NA,4,4,2,4,4,3,4,4,4,2,300,4,22,"Frau",4,5,"ja",20,"im Schnitt 1 Mal pro Woche","passt insgesamt",NA,2,NA,NA,NA,NA,3,3.5,4,0.7,4,0.75
"164","07.03.2016 19:14:35",NA,3,3,1,4,4,3,4,4,3,3,500,15,22,"Mann",4,2,"ja",12,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,3.2,3,0.64,3,1
"165","07.03.2016 19:14:37","NTD",4,2,3,4,4,4,4,4,4,2,900,0,22,"Mann",3,5,"ja",10,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,4,NA,NA,NA,NA,5,3.5,4,0.7,4,0.75
"166","07.03.2016 19:14:45","DBL",4,3,4,4,3,4,3,2,2,3,250,5,25,"Mann",3,15,"nein",5,"im Schnitt mehrfach pro Tag","keine Antwort",NA,4,NA,NA,NA,NA,5,3.2,3,0.64,3,1
"167","07.03.2016 19:14:45","HWH",4,4,2,4,4,4,3,2,4,2,NA,2,23,"Frau",4,5,"ja",4,"im Schnitt 1 Mal pro Woche","passt insgesamt",NA,2,NA,NA,NA,NA,3,3.3,4,0.84,4,1.75
"168","07.03.2016 19:15:13","SMD",3,2,1,2,2,2,4,1,4,2,NA,0,24,"Mann",3,10,"ja",5,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,5,2.3,2,0.82,2,0.75
"169","07.03.2016 19:15:14",NA,2,4,1,4,3,3,3,2,4,3,350,1,22,"Frau",3,10,"nein",5,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,1,NA,NA,NA,NA,5,2.9,3,0.74,3,1.5
"170","07.03.2016 19:15:18","MKB",4,3,2,3,3,2,3,3,4,2,788,3,26,"Frau",3,2,"nein",15,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,2.9,3,0.54,3,0.75
"171","07.03.2016 19:15:22","VHD",4,4,3,4,4,4,3,4,4,3,600,8,25,"Frau",4,10,"ja",30,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,3.7,4,0.42,4,0.75
"172","07.03.2016 19:15:23",NA,3,3,1,3,3,3,2,3,4,3,25,1,27,"Frau",3,5,"nein",1,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",NA,3,NA,NA,NA,NA,5,2.8,3,0.52,3,0
"173","07.03.2016 19:15:27","MNA",3,3,3,3,3,3,2,3,3,2,1013,5,22,"Frau",2,20,"nein",10,"im Schnitt 1 Mal pro Woche","passt insgesamt",NA,3,NA,NA,NA,NA,3,2.8,3,0.32,3,0
"174","07.03.2016 19:15:48","JPE",3,3,3,3,2,4,3,4,4,2,500,70,24,"Mann",3,10,"ja",80,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,3.1,3,0.54,3,0.75
"175","07.03.2016 19:15:49","CAF",3,4,3,4,4,4,2,3,3,3,NA,10,24,"Frau",4,20,"ja",20,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,1,NA,NA,NA,NA,5,3.3,3,0.56,3,1
"176","07.03.2016 19:15:49","LTA",4,3,1,4,3,3,3,3,3,2,647,2,22,"Frau",3,5,"nein",15,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,2.9,3,0.56,3,0
"177","07.03.2016 19:15:55",NA,4,4,2,4,3,4,3,3,4,2,NA,3,23,"Frau",4,15,"nein",10,"im Schnitt mehrfach pro Tag","keine Antwort",NA,2,NA,NA,NA,NA,5,3.3,3.5,0.7,4,1
"178","07.03.2016 19:16:04","LTA",4,3,1,4,3,3,3,3,3,2,647,2,22,"Frau",3,5,"nein",15,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,2.9,3,0.56,3,0
"179","07.03.2016 19:16:40","CMH",4,3,2,4,4,3,4,4,4,4,NA,3,28,"Mann",4,1,"ja",25,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,3.6,4,0.56,4,0.75
"180","07.03.2016 19:17:02","AED",3,3,1,2,2,3,2,3,2,1,100,NA,25,"Frau",2,NA,"nein",NA,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",NA,4,NA,NA,NA,NA,5,2.2,2,0.64,2,1
"181","07.03.2016 19:17:49",NA,4,4,2,3,3,4,3,4,4,2,0,15,23,"Mann",2,15,"nein",20,"im Schnitt 1 Mal pro Tag","passt insgesamt nicht",NA,4,NA,NA,NA,NA,4,3.3,3.5,0.7,4,1
"182","07.03.2016 19:17:53",NA,3,3,1,3,4,3,3,3,3,2,228,6,23,"Frau",4,15,"nein",12,"im Schnitt 1 Mal pro Monat","passt insgesamt",NA,NA,NA,NA,NA,NA,2,2.8,3,0.52,3,0
"183","07.03.2016 19:18:32","mzz",3,3,1,3,3,3,3,4,3,2,NA,0,25,"Frau",3,5,"nein",5,"im Schnitt 1 Mal pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,4,2.8,3,0.52,3,0
"184","07.03.2016 20:30:21","HWH",4,4,2,4,4,4,3,2,4,2,NA,2,23,"Frau",4,5,"ja",4,"im Schnitt 1 Mal pro Woche","passt insgesamt",NA,2,NA,NA,NA,NA,3,3.3,4,0.84,4,1.75
"185","08.03.2016 07:35:21",NA,3,3,4,2,2,2,4,4,4,2,480,106,24,"Mann",2,15,"ja",150,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,NA,NA,NA,NA,NA,5,3,3,0.8,2,2
"186","08.03.2016 13:03:10","AKL",3,3,2,3,3,3,3,3,4,2,425,80,23,"Mann",2,NA,"ja",100,"im Schnitt mehrfach pro Tag",NA,NA,5,NA,NA,NA,NA,5,2.9,3,0.36,3,0
"187","08.03.2016 13:04:12",NA,3,3,1,3,4,3,3,3,3,1,NA,12,28,"Mann",NA,20,"ja",12,"im Schnitt 1 Mal pro Woche","passt insgesamt",NA,NA,NA,NA,NA,NA,3,2.7,3,0.68,3,0
"188","08.03.2016 13:05:16","FFU",4,3,2,3,3,3,3,3,4,3,650,15,20,"Mann",2,NA,"ja",30,"im Schnitt mehrfach pro Tag","keine Antwort",NA,2,NA,NA,NA,NA,5,3.1,3,0.36,3,0
"189","08.03.2016 13:06:55","RSR",4,4,2,4,4,4,4,4,4,2,NA,70,23,"Mann",4,NA,"ja",90,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,NA,NA,NA,NA,NA,5,3.6,4,0.64,4,0
"190","08.03.2016 13:06:59","UBG",3,4,3,3,3,4,3,3,2,2,563,40,25,"Mann",3,NA,"ja",40,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,3,3,0.4,3,0
"191","08.03.2016 13:07:00","TAI",3,3,3,3,2,3,3,3,3,2,436,40,25,"Mann",3,NA,"ja",10,"im Schnitt 1 Mal pro Quartal (oder weniger)","passt insgesamt",NA,3,NA,NA,NA,NA,1,2.8,3,0.32,3,0
"192","08.03.2016 13:07:01","CKH",3,3,2,2,2,3,2,2,4,1,400,0,24,"Frau",2,5,"nein",4,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",NA,4,NA,NA,NA,NA,5,2.4,2,0.68,2,1
"193","08.03.2016 13:07:13","DWW",4,4,3,4,3,3,3,3,3,4,350,24,24,"Mann",3,10,"nein",10,"im Schnitt 1 Mal pro Woche","passt insgesamt",NA,2,NA,NA,NA,NA,3,3.4,3,0.48,3,1
"194","08.03.2016 13:07:21","FBB",4,3,1,4,3,3,3,3,4,3,250,9,23,"Mann",3,NA,"ja",NA,"im Schnitt 1 Mal pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,4,3.1,3,0.54,3,0.75
"195","08.03.2016 13:07:21","SPK",3,4,1,2,2,2,3,2,1,1,35,0,22,"Frau",1,NA,"nein",4,"im Schnitt 1 Mal pro Woche","passt insgesamt",NA,6,NA,NA,NA,NA,3,2.1,2,0.74,2,1.5
"196","08.03.2016 13:07:48","Per",3,3,3,2,3,3,2,3,3,2,NA,NA,24,"Frau",2,NA,"ja",NA,"im Schnitt mehrfach pro Tag","keine Antwort",NA,3,NA,NA,NA,NA,5,2.7,3,0.42,3,0.75
"197","08.03.2016 13:08:44","wbt",2,2,2,3,3,3,3,2,2,2,NA,1,37,"Frau",3,10,"nein",5,NA,"keine Antwort",NA,4,NA,NA,NA,NA,NA,2.4,2,0.48,2,1
"198","08.03.2016 21:57:52","HKG",4,4,2,3,3,3,3,4,4,2,350,30,30,"Frau",3,10,"ja",20,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,3.2,3,0.64,3,1
"199","09.03.2016 17:23:42","PDG",4,3,3,4,3,3,4,2,3,2,150,2,22,"Mann",3,40,"ja",2,"im Schnitt mehrfach pro Tag","keine Antwort",NA,3,NA,NA,NA,NA,5,3.1,3,0.54,3,0.75
"200","09.03.2016 18:29:10","MSM",3,3,4,3,3,3,2,3,3,1,625,9,23,"Frau",1,10,"nein",48,"im Schnitt 1 Mal pro Quartal (oder weniger)","keine Antwort",NA,4,NA,NA,NA,NA,1,2.8,3,0.52,3,0
"201","09.03.2016 20:32:20",NA,4,3,3,4,3,3,2,2,3,2,80,0,37,"Frau",1,50,"nein",3,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",NA,5,NA,NA,NA,NA,5,2.9,3,0.54,3,0.75
"202","09.03.2016 21:46:08","RNC",3,4,1,3,2,3,3,2,2,1,NA,1,25,"Frau",2,45,"nein",3,"im Schnitt 1 Mal pro Tag","keine Antwort",NA,4,NA,NA,NA,NA,4,2.4,2.5,0.8,3,1
"203","10.03.2016 21:04:10","JMF",3,3,1,3,2,3,3,2,4,2,NA,1,29,"Mann",2,5,"ja",10,"im Schnitt mehrfach pro Tag","keine Antwort",NA,4,NA,NA,NA,NA,5,2.6,3,0.68,3,1
"204","10.03.2016 21:04:34","JGW",4,4,1,3,3,3,3,3,3,2,215,1,28,"Frau",2,15,"nein",10,"im Schnitt mehrfach pro Tag","keine Antwort",NA,4,NA,NA,NA,NA,5,2.9,3,0.56,3,0
"205","10.03.2016 22:11:50","ALV",3,2,4,3,2,3,4,3,4,3,157,10,24,"Frau",3,NA,"ja",20,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,5,3.1,3,0.54,3,0.75
"206","11.03.2016 20:01:45",NA,1,3,1,4,4,3,4,3,4,4,700,2,25,"Frau",4,5,"ja",5,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,1,NA,NA,NA,NA,5,3.1,3.5,0.9,4,1
"207","11.03.2016 20:02:17","KNB",4,4,2,4,4,3,4,4,4,3,300,3,21,"Frau",4,1,"ja",15,"im Schnitt mehrfach pro Tag","keine Antwort",NA,1,NA,NA,NA,NA,5,3.6,4,0.56,4,0.75
"208","11.03.2016 20:02:41","RSL",3,4,2,4,3,4,3,3,4,4,250,0,23,"Frau",3,3,"ja",15,"im Schnitt 1 Mal pro Woche","passt insgesamt",NA,2,NA,NA,NA,NA,3,3.4,3.5,0.6,4,1
"209","11.03.2016 20:02:42","JKL",4,4,4,4,4,4,3,4,4,4,600,6,21,"Frau",3,5,"ja",45,"im Schnitt 1 Mal pro Tag","passt insgesamt",NA,1,NA,NA,NA,NA,4,3.9,4,0.18,4,0
"210","11.03.2016 20:02:43","JWW",4,4,1,4,4,4,4,2,3,3,300,1,23,"Frau",3,15,"ja",3,"im Schnitt 1 Mal pro Tag","passt insgesamt",NA,1,NA,NA,NA,NA,4,3.3,4,0.84,4,1
"211","11.03.2016 20:02:57","GKF",4,4,4,3,3,3,3,4,4,1,300,5,21,"Frau",1,60,"nein",30,"im Schnitt 1 Mal pro Quartal (oder weniger)","passt insgesamt nicht",NA,5,NA,NA,NA,NA,1,3.3,3.5,0.7,4,1
"212","11.03.2016 20:03:10","DGM",3,2,3,2,3,2,3,2,2,2,400,10,35,"Mann",1,20,"ja",10,"im Schnitt 1 Mal pro Woche","passt insgesamt nicht",NA,3,NA,NA,NA,NA,3,2.4,2,0.48,2,1
"213","11.03.2016 20:03:12","Jwa",3,3,2,3,3,3,3,3,4,3,91,2,24,"Frau",3,10,"ja",10,"im Schnitt 1 Mal pro Woche","passt insgesamt",NA,3,NA,NA,NA,NA,3,3,3,0.2,3,0
"214","11.03.2016 20:03:32",NA,3,3,2,3,3,3,3,3,3,3,300,4,25,"Frau",3,3,"ja",10,"im Schnitt 1 Mal pro Woche","passt insgesamt",NA,2,NA,NA,NA,NA,3,2.9,3,0.18,3,0
"215","11.03.2016 20:03:49",NA,4,4,1,4,3,4,2,3,4,2,150,5,24,"Frau",3,180,"ja",10,"im Schnitt mehrfach pro Tag","keine Antwort",NA,1,NA,NA,NA,NA,5,3.1,3.5,0.9,4,1.75
"216","11.03.2016 20:03:54","CLM",4,3,1,4,4,4,4,4,4,2,350,4,24,"Frau",3,3,"ja",12,"im Schnitt 1 Mal pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,4,3.4,4,0.84,4,0.75
"217","11.03.2016 20:03:57","WSW",3,3,1,3,3,2,3,3,3,1,90,2,34,"Frau",3,30,"nein",24,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,5,2.5,3,0.7,3,0.75
"218","11.03.2016 20:04:03",NA,4,3,1,3,2,3,3,4,4,2,178,5,33,"Mann",2,15,"nein",20,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,2.9,3,0.74,3,1.5
"219","11.03.2016 20:04:09","KEI",4,4,1,3,3,3,2,3,3,1,200,4,29,"Frau",2,20,"nein",12,"im Schnitt 1 Mal pro Tag","passt insgesamt nicht",NA,3,NA,NA,NA,NA,4,2.7,3,0.82,3,0.75
"220","11.03.2016 20:04:28","RPB",3,4,1,3,3,3,2,3,3,2,NA,2,38,"Frau",3,5,"nein",2,"im Schnitt 1 Mal pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,4,2.7,3,0.62,3,0.75
"221","11.03.2016 20:04:29","EKM",4,4,1,4,3,4,3,3,3,2,450,6,23,NA,3,5,"nein",24,"im Schnitt 1 Mal pro Woche","keine Antwort",NA,2,NA,NA,NA,NA,3,3.1,3,0.72,3,1
"222","11.03.2016 20:04:29","HFF",4,3,2,4,4,3,3,3,3,3,35,1,33,"Mann",4,30,"ja",5,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,1,NA,NA,NA,NA,5,3.2,3,0.48,3,0.75
"223","11.03.2016 20:04:47","SPB",3,3,3,3,3,2,4,3,3,2,200,5,29,"Frau",4,15,"nein",20,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,1,NA,NA,NA,NA,5,2.9,3,0.36,3,0
"224","11.03.2016 20:04:58","gam",4,4,2,3,2,3,4,4,4,1,250,2,26,"Frau",2,3,"nein",30,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",NA,5,NA,NA,NA,NA,5,3.1,3.5,0.9,4,1.75
"225","11.03.2016 20:05:09","DRR",3,3,1,3,3,3,2,3,3,2,NA,3,37,"Frau",2,35,"nein",10,"im Schnitt 1 Mal pro Woche","keine Antwort",NA,4,NA,NA,NA,NA,3,2.6,3,0.56,3,0.75
"226","11.03.2016 20:05:30","Shr",4,3,4,3,3,3,4,4,3,3,370,20,25,"Frau",3,10,"ja",25,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,2,NA,NA,NA,NA,5,3.4,3,0.48,3,1
"227","11.03.2016 20:05:36","YUM",4,4,1,3,3,3,2,2,3,1,100,3,25,"Frau",2,15,"nein",2,"im Schnitt 1 Mal pro Woche","keine Antwort",NA,4,NA,NA,NA,NA,3,2.6,3,0.88,3,1
"228","11.03.2016 20:06:01","WKM",3,3,3,3,3,3,3,3,3,2,200,3,23,"Frau",2,NA,"nein",10,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,5,NA,NA,NA,NA,5,2.9,3,0.18,3,0
"229","12.03.2016 10:12:26","AAD",3,2,1,4,3,1,2,1,2,1,NA,0,19,"Frau",1,20,"nein",0,NA,"passt insgesamt",NA,6,NA,NA,NA,NA,NA,2,2,0.8,1,1.75
"230","14.03.2016 20:38:48","Rwe",3,3,1,3,3,3,4,3,4,4,NA,3,36,"Mann",3,15,"nein",20,"im Schnitt 1 Mal pro Woche","keine Antwort",NA,2,NA,NA,NA,NA,3,3.1,3,0.54,3,0.75
"231","15.03.2016 07:39:10",NA,3,3,4,2,2,2,4,4,4,2,480,106,24,"Mann",2,15,"ja",150,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,NA,NA,NA,NA,NA,5,3,3,0.8,2,2
"232","15.03.2016 17:37:25","RHF",3,3,3,3,3,4,3,2,4,1,NA,1,29,"Frau",3,30,"ja",10,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",NA,4,NA,NA,NA,NA,5,2.9,3,0.56,3,0
